P,Dec,Ra,run,field,camcol
0.999998152256012,27.05718358645649,143.89042931019097,004576,0209,2
0.9999979138374328,8.921613415456422,145.2757998370592,003538,0183,2
0.9999992847442628,9.044569356984375,144.19347957050937,003630,0185,2
0.9999855160713196,9.67321901904773,138.4981321028679,003631,0147,2
0.998526096343994,9.749958053863775,138.48763999674574,003631,0147,2
0.999991536140442,10.591043510603928,139.0960339739306,003631,0152,4
0.9999988079071044,9.173294016453164,139.12880650879046,003630,0152,4
0.9999986290931702,4.098623713446894,144.34799214376633,002126,0168,4
0.9999998211860656,3.981992051947582,146.8866998587723,002125,0188,4
0.9999951124191284,6.43551876436544,139.1725158567997,003478,0152,2
0.999997854232788,7.049235609475632,141.3244751627448,003031,0142,3
0.999987006187439,7.543826187436831,142.0471578817469,003031,0147,4
0.9999969005584716,7.135434630046124,146.67677907040928,003031,0178,2
0.9999970197677612,13.00651383955394,161.67346685089638,003631,0300,2
0.999944806098938,27.538466626707425,159.0692356577392,005061,0297,4
0.9999983310699464,6.804806278642649,153.99817291646133,003015,0266,4
0.9999992847442628,12.926959982625863,157.97505285329032,004344,0127,2
0.9999998807907104,8.048991877266305,165.7579339397841,002986,0315,6
0.9999988079071044,13.106756025380871,151.88835448711865,003631,0237,5
0.9999997615814208,23.863914888575447,151.49534824192253,005112,0279,4
0.9999960064888,11.555306614298509,150.42749051310983,004344,0077,1
0.9874277114868164,11.439643990156249,150.38768117392587,004344,0077,1
0.9999989867210388,12.363673958147372,150.51784751348742,004344,0078,3
0.9999999403953552,16.022944831685898,150.8880276190718,005935,0229,2
1.0,8.593579740453139,153.3842093417146,003031,0223,4
0.999964475631714,8.517088538042572,156.1478438634755,003031,0241,3
1.0,14.650682029124512,158.12932162329514,006004,0280,1
0.9999889731407166,9.274398661436669,160.03675044342367,003031,0267,4
1.0,8.149196169331843,164.40081214343795,003015,0336,6
0.9999984502792358,13.93384517510298,159.23577994676106,004344,0136,4
0.9999990463256836,11.951897404714812,169.8100757729977,003836,0142,3
0.9999968409538268,12.08117841839464,152.4437229233773,003631,0240,2
0.9999998807907104,10.637505638511657,150.42716365455064,003630,0227,4
0.9999687671661376,10.973886743261907,153.6342030067133,003836,0036,4
0.9998722076416016,10.628852618315236,160.23796655972004,003538,0282,2
0.9999989867210388,12.350574363743922,150.77874309127782,004344,0080,3
0.9999922513961792,13.01446463268788,155.04197334300966,004344,0108,3
0.9999004602432252,14.010265695547297,155.5085512988499,003631,0261,6
0.9999985694885254,13.14581167941848,156.21377619404544,004344,0116,3
0.9999998807907104,13.956878630008749,160.61041577537264,004344,0145,4
0.9999995231628418,9.183816767193347,154.82340505363828,003031,0233,5
0.9999817609786988,7.998881495806461,161.18892426987094,003015,0314,6
0.9999974370002748,7.271167257887484,150.19245610460467,003518,0063,1
0.9999998807907104,7.025613543418046,157.79971770097382,003015,0292,4
0.9999513626098632,7.598687239073767,158.22037770869875,002986,0265,6
0.9999996423721312,7.031575144578911,158.66163984545665,003015,0297,4
0.9997844696044922,7.560819394301127,163.08246533291833,002986,0297,5
0.9991596937179564,5.997208123594167,153.41503805633317,002986,0232,3
1.0,6.80239145137653,155.05795569356323,003015,0273,4
0.9999991655349731,5.870563946182589,150.7590434453361,002986,0215,3
0.9999999403953552,5.005873901239624,151.46361539405206,002126,0216,5
0.9999998211860656,5.722102814819795,153.1094428524932,002986,0230,2
0.9999270439147948,5.467257324357925,159.44215036046717,002125,0271,6
0.9999980926513672,4.499634818594452,154.05853275655272,002125,0235,4
0.9999898672103882,4.689699199997673,155.00436025076965,002126,0239,4
0.9999998807907104,4.4542298904015984,156.66945047784904,002125,0253,4
0.9996939897537231,9.174388181863566,164.36416568512527,006160,0051,3
0.999907374382019,15.371403259901127,158.50977889204572,005360,0085,3
0.9999719858169556,12.155848313836357,150.66170773365576,003631,0228,3
0.9999999403953552,7.037731122590147,160.35883409212803,003015,0309,4
0.9999979734420776,15.768717842202118,150.01086597809922,005935,0223,2
0.999976396560669,15.760242477420364,150.48056871441395,005312,0121,1
0.9996955394744872,12.316810321295725,151.66794927148672,003631,0235,3
0.9999129176139832,12.250364590134186,151.71340353525576,003631,0235,3
0.999977171421051,12.986193307405934,151.8563384783757,004344,0088,4
0.999985694885254,15.285466728864096,156.05915187375325,006004,0267,3
0.9999905228614808,12.988857929490289,159.69428770018186,004344,0138,2
0.999999225139618,11.909998653149618,162.16260581439963,003836,0092,4
0.9947508573532104,13.828054616053011,162.4284027683818,004344,0156,3
0.9986288547515868,13.74523140726178,162.30589264200972,004344,0156,3
0.9992176294326782,12.439465843469542,162.8683981136208,003836,0097,5
0.9999576807022096,12.242422180709951,162.95288678429085,003836,0097,5
0.9999998807907104,14.866366758866931,164.08126876982843,004344,0168,5
0.9999979734420776,13.930206656124945,164.63400216729747,004344,0171,3
0.999989688396454,14.790633929567282,155.75174621106967,006004,0265,2
0.9838006496429444,10.16941869274452,160.6821337934746,003031,0272,6
0.9999977946281432,7.22586363718401,151.54499607982802,002986,0221,6
0.9987355470657348,7.163187599785048,151.56060816538638,002986,0221,6
0.99999737739563,8.98690958083568,160.57694768093398,003518,0133,3
0.9999749660491944,28.039154742507048,161.72084287010492,005061,0313,4
0.9998437166213988,8.782479814345715,151.2454433532631,003031,0209,5
0.999972403049469,10.001069051776687,154.90469471308776,003836,0043,1
0.9999966025352478,5.393416945432078,164.68282272481682,002126,0304,5
1.0,5.956229309374394,158.30335177825614,002986,0265,2
0.9999987483024596,8.46169768190457,153.6384030871876,003518,0087,3
0.9999998807907104,7.7469569292416995,164.64671668464436,003015,0337,5
0.9999808073043824,9.826697262078849,163.78636767473773,003031,0292,5
0.9999997615814208,9.418791635172369,164.17070943365292,003031,0294,4
0.9995276927947998,8.608866481232425,164.85617613474386,003031,0298,2
0.9951363801956176,8.62424831957373,164.75559789964777,003031,0298,2
0.9999996423721312,26.16324295518981,162.0447084198246,005087,0079,5
0.9999477863311768,5.632779475291467,158.6191989529405,002986,0267,1
0.986071228981018,5.609105861695509,158.62345114275365,002986,0267,1
0.999113380908966,3.874188867180437,159.74218154186516,002125,0273,2
0.998120903968811,7.1352774453106,151.51944958707253,002986,0220,6
0.9999449849128724,6.895881586275196,153.44799814318162,002986,0233,5
0.9999986886978148,10.12605589471629,167.60485119668795,003031,0317,5
0.9999983906745912,13.878641409808813,178.00740197983575,004381,0049,1
0.9999892115592957,14.14612384643136,172.72243668766927,004344,0223,2
0.9999823570251464,11.019950160322376,173.7224742520336,003525,0126,6
0.9999997615814208,14.223584931424792,175.79334130064473,004381,0035,2
0.9999880790710448,8.787803576256932,171.80356866370795,003525,0113,1
0.999998927116394,11.408278038478072,169.85455211352,003804,0082,2
0.9999983310699464,11.77113801028104,173.70008905445596,003836,0167,2
0.9999990463256836,12.792438345181148,166.98326184968784,003804,0064,6
0.99997079372406,12.92527367515572,169.27892943252172,003804,0079,6
0.9998754858970642,12.790594391408147,176.16492833797042,003804,0124,5
0.973092555999756,12.882108529684771,176.15937447062063,003804,0124,5
0.9998595714569092,12.614582196880242,177.14707993297333,003836,0190,4
0.9732574224472046,13.157501019357134,170.57415976455573,003804,0088,6
0.97693133354187,12.979612075481754,170.5999941014237,003804,0088,6
1.0,7.287501516687417,172.25949471012916,003015,0388,3
0.9999998807907104,7.075298115679935,174.92220678461518,003841,0068,3
0.9999989867210388,6.7419002514564825,170.63088418547363,003015,0377,2
0.9999990463256836,5.317876168370576,168.59775666487965,002247,0053,5
0.9999682903289796,5.07370026950558,173.50211632650365,002247,0085,4
0.9999992847442628,5.833665277524441,178.5283035289586,002247,0119,6
0.999990701675415,4.046391133357111,165.475372717507,002125,0311,2
0.9999815225601196,4.444758567154758,166.6726307134566,002125,0319,3
0.9999984502792358,4.080316412254541,169.14371390100098,002247,0056,2
0.999999701976776,4.3598367202856085,169.41035609752967,002126,0335,2
0.9999935626983644,4.692144831122543,169.55664045498148,002126,0336,3
0.9999998807907104,4.164704377207801,177.23013766155603,002247,0110,2
0.9999837875366212,3.889547479861553,171.82828438922462,002126,0351,1
0.9999999403953552,12.980788748196808,175.9490401407619,003836,0182,5
1.0,14.210348596961245,179.45306794508735,003631,0416,2
0.9026665687561036,15.99416258221298,173.87345696737705,005360,0184,1
0.9998939037322998,16.02479329137714,173.95587412686388,005360,0184,1
1.0,6.686338762555991,176.4065857946277,003841,0077,2
0.9996371269226074,7.060358165023914,176.12702119781594,003841,0076,3
0.9984662532806396,13.704147350847638,176.96135201439557,003631,0399,1
0.999835968017578,15.028092149661369,176.18357064846202,003631,0395,4
0.999873161315918,14.872401916991771,177.00145713672717,003631,0400,4
1.0,15.460072327164644,178.08417431049915,003631,0407,5
0.9999957084655762,15.225491893464818,179.6562808955457,004381,0060,4
0.999929428100586,13.346603188665096,176.01586346283304,003804,0123,6
0.999991238117218,10.664717195901517,166.34423604309666,003525,0077,6
0.9999983906745912,10.156822646537488,167.26500225088068,003031,0315,5
0.9999998807907104,11.44879599742225,169.32959619437193,003836,0138,2
0.9999862909317015,16.01670468980932,165.8598737170271,005381,0079,2
0.9999980330467224,16.110982303402363,166.13573774528075,005381,0081,2
0.9999991655349731,12.230376970159591,166.6471950062766,003836,0121,4
0.9997209310531616,13.089174993653806,167.03708895055914,003836,0124,6
0.9840441942214966,13.137316239882542,167.02847850865348,003836,0124,6
0.9741230010986328,12.998402211510138,167.0085226372532,003836,0124,6
0.9999998807907104,15.40707503530029,168.31784893938328,003631,0344,6
0.999996542930603,12.898607069519093,168.82673898679022,003804,0076,6
1.0,12.460419907829108,170.74629774826826,003836,0148,4
0.9999984502792358,12.500321807186186,174.31711480912165,003836,0171,4
0.999999701976776,8.01926958115304,175.60521425019107,003841,0072,5
0.9999997615814208,8.706517000469368,176.75554380064156,003031,0377,1
0.9966742992401124,8.871161302425323,179.9051920296439,003031,0398,1
0.9999954700469972,6.959782837630939,177.39366860343958,003015,0421,2
1.0,6.675362689012206,179.28011064074892,003841,0096,2
0.999975085258484,5.040596976348374,166.02347203710036,002126,0313,4
0.9999898672103882,5.351961023957826,166.17436182515434,002125,0316,5
0.9972354173660278,8.437254960783717,173.18572145744065,003015,0394,6
0.999997615814209,4.6141052944484935,168.07378384410976,002126,0326,3
0.9999938011169434,4.875856248123191,169.00003079430394,002247,0055,4
0.9999996423721312,5.5245657443273775,170.6308253245427,002126,0343,5
0.9999380111694336,5.616625154750972,171.87047411659762,002126,0352,5
0.9999969005584716,5.524166604472772,173.7968601239893,002247,0087,5
0.9998503923416138,5.531347354867033,177.95510647392342,002247,0115,5
0.9999842643737792,5.015579974346347,178.62217846659794,002247,0119,4
0.9999994039535522,7.305865410486703,169.13174616154825,003841,0029,4
0.9994684457778932,7.03883128987676,169.2205290715578,003015,0367,3
0.910170078277588,7.02842900899874,169.1889130406317,003015,0367,3
0.999992609024048,7.306532528293483,170.54435860928717,003841,0039,4
0.9999820590019226,7.292588587707074,173.14569008908728,003015,0393,3
0.9999999403953552,7.258041961096244,177.19557509454927,003015,0420,3
0.999994456768036,7.53281804768381,177.2500252039332,003841,0083,4
0.9999991655349731,7.399762327622162,177.77668008166563,003015,0424,3
0.999993622303009,7.321438705462585,165.91141466419256,003015,0345,4
0.9708083868026732,7.298349523621101,165.76553729269787,003015,0345,4
0.9999997615814208,26.13090046841309,176.3945577410462,005087,0164,1
0.9735704660415648,9.415840299666955,179.0169846463495,003525,0160,2
0.9999989867210388,13.470288693705152,180.77281376949333,003804,0154,6
0.9999995231628418,12.420796357610554,180.7818340909692,003836,0213,3
0.9960641860961914,11.840325954724149,181.0013095952974,003804,0155,2
0.991074800491333,11.650201204849266,180.89737972358304,003804,0155,2
0.9999940991401672,14.646062978345588,182.67024553836865,003631,0437,3
1.0,6.979531943988716,183.09446235754012,003842,0014,2
0.9999996423721312,13.084898293348129,183.697174669625,003804,0173,5
0.9999930262565612,13.032318881940649,183.76661519282524,003804,0174,5
1.0,14.02492072335712,183.9736300709796,004381,0088,1
0.9999998211860656,8.373259185711387,184.0496107066737,003841,0128,6
0.9999998211860656,8.816408614451385,184.4220721096797,003031,0427,1
0.9970524311065674,8.942672183014784,184.31059288997525,003031,0427,1
0.9999998807907104,5.02765200772749,184.47067739592376,002247,0158,4
0.9999999403953552,11.481137458475516,184.5612841721168,003836,0238,1
0.9999999403953552,10.354182753894632,184.5608626375694,003525,0197,4
0.9999991655349731,12.597735146285592,184.7139769802993,003804,0180,4
0.9999772310256958,12.88472727900614,184.79683867374,003836,0240,4
1.0,5.986577106117485,184.8071344715973,002247,0160,6
1.0,13.309946435382994,184.85843111958872,003836,0240,5
0.9994567632675172,15.021620213223898,185.36339025119312,003631,0454,4
0.9681686162948608,15.075621784904977,185.4233529175791,003631,0454,4
0.9999997615814208,15.79894536965768,185.5324859262236,004381,0098,5
0.9999998807907104,6.013635047730347,185.66009816840827,002247,0166,6
0.9999997615814208,13.74419219131505,185.7806574162366,003836,0246,6
0.9994418621063232,7.595270620927488,185.90353051480707,003841,0140,4
0.9999939203262328,9.236035448941063,186.0418440497807,003031,0438,2
0.9999995827674866,8.193099740740266,186.5058379184135,003842,0036,5
0.9995017647743224,6.708165901076813,186.61133791126625,003841,0145,2
0.9996445178985596,6.7432473081920135,186.57997200708195,003841,0145,2
0.999998152256012,14.782225087380374,186.7467885821211,003631,0463,3
0.9998899698257446,7.670288195547195,186.8236397630972,003841,0146,4
0.9999992847442628,9.341099745073723,186.87552245071305,003031,0444,2
1.0,4.578268636794975,188.2422844991684,002247,0183,3
0.9996575713157654,9.25318203217429,188.2903946895928,003031,0453,2
0.9999947547912598,3.79390542431262,188.3724911027725,002247,0184,1
0.9999980330467224,9.185818174129354,188.754175487555,003031,0456,2
1.0,14.869628100402595,189.56594676476885,004381,0124,3
0.9996853470802308,5.739339753359282,190.57742564721423,002190,0057,5
0.9999997615814208,7.338722503389295,190.68691392412984,003842,0064,3
0.9999999403953552,7.654693689118904,190.7814145779591,003841,0173,4
0.999975323677063,13.103359495772862,193.09515103387008,003836,0293,5
0.9999773502349854,14.400482201318384,193.24628460685648,004381,0148,2
0.9999793767929076,8.827514468929605,187.16719768657984,003031,0446,1
0.9999996423721312,6.834869165085372,184.1406033148771,003841,0129,2
0.9999876022338868,12.961391746397688,186.7352400993501,003804,0193,5
0.9999995231628418,13.340281388376596,186.18958166623463,003804,0189,6
0.9999933242797852,12.060049639051188,192.7783972805262,003805,0037,3
0.9999896287918092,5.353463616821693,183.45866616189943,002126,0429,4
0.9999996423721312,12.63437954257438,193.2982960505025,003836,0295,4
0.9985527992248536,14.108828814603404,183.2450099754176,004381,0083,1
0.9999972581863404,13.200269637633168,183.73011363226655,003836,0233,5
0.9999980926513672,13.437228010136538,184.3554665913085,003804,0177,6
0.9999998807907104,4.402710918836372,184.57436932485888,002126,0436,2
0.9999998807907104,12.865174243057414,185.06071600462784,003836,0241,4
0.9999871253967284,13.519072869899192,185.1279849035208,003804,0182,6
0.9999985694885254,6.393662948491384,185.34313464415192,003841,0137,1
0.9999847412109376,9.739023842495763,185.4586595837768,003031,0434,3
0.999996542930603,9.620532312882244,185.35365938627228,003031,0434,3
0.9999927282333374,7.131381649197164,186.10679257771176,003841,0142,3
0.9540868997573853,13.307360540117935,187.56672767751044,003836,0258,5
0.9999885559082032,13.223939754350782,187.70430498748428,003836,0258,5
0.9999999403953552,4.020052387179184,187.85547802117668,002190,0039,1
0.9994549751281738,5.172315890432219,187.97462779789976,002247,0181,4
0.9999976754188538,5.952953113288661,188.50625803522573,002247,0185,6
0.982967495918274,5.828561077166998,188.59202551484327,002247,0185,6
0.9999995231628418,6.668795999168401,189.67775768472816,003841,0165,2
0.999999463558197,8.04114132263901,192.0868955649821,003841,0181,5
0.9999995231628418,9.316616188114658,192.10241440195483,003903,0073,2
0.9999999403953552,12.10306448545005,183.63682661025567,003804,0173,3
0.9999931454658508,5.765768820048452,190.84558837400348,002190,0059,5
0.922054886817932,5.645208279859811,190.78990210729583,002190,0059,5
0.9999998807907104,4.392396021894542,192.3571382697246,002190,0069,2
0.9999997615814208,10.016963925670662,181.097916248428,003031,0406,4
0.999995231628418,10.180388245000296,185.50059196415512,003031,0435,4
0.999869465827942,9.533629501799126,180.1320286234968,003525,0168,2
0.9662081003189088,9.406105254967754,180.2545028599721,003525,0168,2
0.9999995231628418,9.209393945561418,181.95877018079136,003031,0411,2
0.999989092350006,11.226973182203327,184.56636769116776,003525,0197,6
0.999985933303833,9.607875194566232,186.92457459896968,003031,0444,3
0.9925472736358644,9.920996422020874,186.81918138334697,003525,0212,3
0.9992631673812866,14.641955043682678,193.35636512149645,004381,0149,3
0.9999988079071044,7.8138581959222,180.77207359144305,003015,0444,4
0.9999974966049194,6.043779281552949,180.57616248379733,002126,0410,6
0.9999841451644896,4.658428902590084,183.1946318504029,002247,0150,3
0.9999995231628418,4.172451890426893,191.12013888494675,002247,0202,2
0.9999999403953552,10.7387828837298,193.89641154257808,003031,0490,6
0.9998486042022704,11.967098930007465,185.4816631831017,003836,0244,2
0.9958103895187378,12.182680012473122,191.22076297416376,003805,0027,3
0.999780774116516,12.06435047458666,191.1979210773657,003805,0027,3
0.9999998807907104,13.45981522721377,180.85940575249185,003804,0155,6
0.9990748763084412,11.247509451552842,188.10251114497837,003804,0202,1
0.9999951124191284,13.82856897580299,182.1056898379439,003631,0433,1
0.9999991059303284,14.242528334487565,181.8631922199714,003631,0431,2
0.9999998807907104,12.50109965266827,182.08632144611343,003804,0163,4
0.9974936842918396,15.799687868938523,185.5759664735337,004381,0099,5
0.9480811357498168,15.163582363569,186.1464190335373,003631,0459,4
0.9999951720237732,14.496856966861278,187.3134548170613,004381,0110,2
0.999999225139618,14.84534069391204,190.37079451023703,004381,0129,3
1.0,4.457447442078388,193.06461622528968,002190,0074,2
0.9999997615814208,11.492711536852273,183.4467909022615,003836,0231,1
0.9705776572227478,10.625888208666767,185.30503121288925,003031,0433,5
0.9999992847442628,10.484471856119258,188.1027062327438,003031,0452,5
0.9999996423721312,8.154902247802685,188.82119268839816,003842,0052,5
0.9999962449073792,10.787313905112628,190.3141999304608,003903,0061,5
0.9996556043624878,10.7628474518533,190.3727930486658,003903,0061,5
0.999998927116394,9.580703519666883,192.51843890940935,003031,0481,3
0.9999884963035583,14.210374969509475,184.029136681174,003631,0445,2
0.9920403957366944,6.672519396092706,186.87669951428103,003841,0147,2
0.999978005886078,6.667896534386971,186.97416491753583,003841,0147,2
0.9999995827674866,6.825401486883265,188.40904438817012,003841,0157,2
0.995790719985962,24.68314259825892,181.59325453021145,005224,0187,3
0.99998676776886,9.103365874723096,192.39004656340435,003031,0480,2
0.995788872241974,10.230709720932326,183.7066885994785,003525,0191,4
0.999997615814209,11.448067670987374,190.5453308031414,003836,0277,1
0.9999964237213136,7.898738997860281,186.2123260213056,003842,0034,4
0.9999950528144836,6.089493067712188,191.08703445747165,002190,0061,6
0.9965603351593018,6.079238525985614,191.1757513163544,002190,0061,6
0.9998433589935304,7.743599983557059,192.31923301612105,003842,0075,4
0.9999950528144836,9.594276204871402,193.2241732786527,003031,0485,3
0.9999931454658508,6.155276208619275,185.73291681909487,005402,0027,6
0.9999982714653016,5.340634268870391,186.404101794956,005402,0032,4
0.9998229742050172,5.437022598521311,186.5619604144421,002247,0172,5
1.0,4.867374271708369,194.0144174769614,002190,0080,3
0.999999701976776,4.990981781429602,194.32541727430927,002247,0224,4
0.9999986886978148,27.590118147739336,193.1651810094689,005115,0140,4
1.0,26.86099876063579,193.8513088681379,005087,0268,3
0.999999701976776,11.358740164800674,184.7072778364183,003804,0180,1
0.999998927116394,8.701410032353435,188.8712477953027,003842,0052,6
0.9991548657417296,8.14547827333866,194.27905308156997,003842,0088,5
0.9999996423721312,25.56798947882092,184.5647317791564,005224,0205,5
0.9999954700469972,10.43336479021943,196.59721389054877,003903,0102,5
0.9999979734420776,4.244825808850674,208.63967227426065,002247,0319,3
0.9999998807907104,26.773152730982627,196.14078495054,005087,0282,3
1.0,7.83644546603841,209.44110802561053,003841,0296,6
0.9999969005584716,8.546523861388925,204.1816423377544,003903,0153,1
0.9999994039535522,24.35239266501173,198.3027369425082,005116,0183,3
0.9999996423721312,8.353225167948514,208.4050437035796,003909,0087,2
0.9999986886978148,5.576070452223799,207.1683397557025,002247,0309,6
0.9999998807907104,12.357871117261796,196.8796339256608,003805,0064,4
0.9999895095825196,11.81192471776498,198.15696632253824,003805,0073,3
0.9999747276306152,11.730048126440758,201.8897912908201,003805,0097,3
0.9999516606330872,11.806594571912576,202.9771611966345,003836,0358,3
0.9999985694885254,5.243219905529235,197.2775793327261,002190,0102,4
0.999997854232788,5.183103454896683,198.02617602310883,002190,0107,4
0.9999759197235109,4.7419317634513245,199.10135293425265,002190,0114,3
0.9999998807907104,4.521956114950632,199.4848470143777,002247,0258,3
0.9999991655349731,4.515317727681082,200.91798685366976,002247,0268,3
0.9999998211860656,4.844003168618115,202.26232669071885,002247,0276,4
0.9999968409538268,4.445725161857579,203.26797396947904,002247,0283,3
0.9999810457229614,10.962176230329018,202.19740414319904,003836,0354,1
0.9132475852966307,11.029816384069054,202.23138389493545,003836,0354,1
0.999998927116394,5.118505124328578,208.2461829671947,002247,0316,5
0.999999701976776,15.373238271991628,209.42102981574104,005326,0064,2
1.0,12.923649540798452,195.092216230535,003805,0052,5
0.9999999403953552,8.60939608884926,209.13806638993583,003903,0185,2
0.9999986886978148,8.10800485394786,204.71170391175588,003841,0265,6
0.9999995231628418,14.934585994055173,195.41842359420875,003970,0090,4
0.999989092350006,11.806141032448672,197.07132465717456,003836,0320,2
0.9998932480812072,14.6233053760322,197.08381381664893,004381,0173,3
0.9999901056289672,13.806999014827754,197.7439354367472,003970,0105,2
0.9999992847442628,15.530566017647208,197.85707095580952,003970,0105,6
0.9998291730880736,12.956093685601916,198.13378165803488,003836,0326,5
0.9999990463256836,13.63571081512328,200.1996832538593,004381,0193,1
0.9993913769721984,14.07999524580392,200.6860325763848,003971,0016,3
0.9999989867210388,12.010009310406344,200.91149688819164,003836,0345,3
0.9999983310699464,16.089187574851685,202.0562745643386,005360,0364,2
0.9999995231628418,14.947401290439366,202.38739203299772,003971,0026,5
0.9999837875366212,16.166848726626313,202.82730487773657,005390,0192,2
0.9999972581863404,15.440966737039911,204.7995350242715,005360,0382,1
0.9999997615814208,15.223306859354782,204.88693456906307,004381,0223,6
1.0,15.608354046774098,205.67306909195844,005326,0040,2
0.9988877773284912,13.297990032583192,206.8182849516016,003971,0056,2
0.9967788457870485,13.177065769520194,206.8164872480485,003971,0056,2
0.9999999403953552,14.266191614136265,206.88549883051869,004381,0236,4
0.9999954700469972,15.955979089680584,207.44849403195724,005326,0051,3
0.9999989867210388,13.982421919473662,207.76341946464404,003971,0061,4
0.9999998211860656,14.247753274174032,207.88532706900264,004381,0243,4
0.999997615814209,13.864453883233312,208.6607486496012,003971,0067,4
0.9872567653656006,13.974081779990208,208.69656010184065,003971,0067,4
0.9999982118606568,14.519708996064432,209.01088000109505,004381,0250,5
0.9999961853027344,12.824758147713284,209.8848584372837,003971,0076,2
0.9999998211860656,10.52951344354187,196.14260303045413,003903,0099,5
0.9999626874923706,9.03753112721468,195.00941527630167,003031,0497,2
0.9999966025352478,9.223741323027518,198.64736264316687,003903,0116,2
0.9875669479370116,9.284538254882122,198.64293476542807,003903,0116,2
0.9999913573265076,10.284177253315551,203.3108665825802,003903,0146,5
0.9999850988388062,10.240014637888724,204.504257588766,003903,0154,5
0.9999964237213136,9.12084174607848,205.46743915644976,003909,0067,3
0.9999942779541016,8.002288684661846,206.7984469158048,003841,0279,6
0.9999985098838806,4.469500289874887,195.35436822485755,002190,0089,2
0.9999988079071044,27.650335160557184,203.17502187276165,004649,0133,1
0.999990701675415,7.893013741566749,205.1687878282748,003841,0268,6
1.0,6.919797019394412,208.0761666116464,003841,0287,4
0.9997677803039552,9.50419847519815,208.47603632508788,003903,0181,4
1.0,8.932466521907083,208.59624055035616,003909,0088,3
0.9999794363975524,8.994245574247469,208.99293428864996,003903,0184,3
0.9999884963035583,8.276028844417704,207.7601139948901,003903,0177,1
0.9999966621398926,5.386459882036016,195.47321141308475,002247,0231,5
0.9999972581863404,5.63304794362294,197.257954765893,002190,0102,5
0.9999998807907104,4.059824474218968,199.3720718115565,002247,0257,2
0.9999998807907104,4.42385921839245,200.1760811959935,002247,0263,3
1.0,5.542889673156471,201.32350732092596,002190,0129,5
0.9998934864997864,5.743714445618772,201.65426931656597,002247,0272,6
0.9999998807907104,4.675984402491091,201.7088246327392,002190,0132,3
0.9999998211860656,5.407760853989014,201.78336559260225,002247,0273,5
0.99999737739563,6.034723776894668,202.9841875717389,003841,0254,1
1.0,5.878288714399594,203.43345688959852,002190,0143,6
0.9999996423721312,4.846155905721636,205.403778088192,002247,0297,4
0.9999995827674866,4.147186603577323,206.04392233443855,002190,0161,2
0.9999995231628418,5.617967766784309,206.31955910580805,002247,0303,6
0.9999988079071044,4.253910295608929,207.6445196696749,002247,0312,3
1.0,6.415311505925661,197.05168489112725,003842,0106,1
0.9999940991401672,6.28568263219617,198.26866137085383,003842,0115,1
0.9999996423721312,7.222137228908126,200.01046656379512,003842,0126,3
0.9999810457229614,6.60137409802421,200.3789075622561,003841,0236,2
0.9983530044555664,7.18280056331758,200.99183920233813,003842,0132,3
0.9989833831787108,5.8652414104617465,201.17039075377156,002190,0128,6
0.9942569136619568,5.967082767393941,201.16572282111755,002190,0128,6
0.9999797940254213,7.926992074621024,205.73294288996377,003841,0272,6
0.9990543127059937,7.913052005197605,205.85259008125396,003841,0272,6
0.999998927116394,6.519548473565562,206.27671670257428,003905,0044,2
0.999976634979248,26.54601314083926,195.7122694763598,005115,0155,2
0.9999997615814208,25.985287105147336,198.9138038023437,005087,0299,2
